lcode,ldesc,mcode,mdesc,scode,sdesc,code
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",04,"칠면조, 꿩, 공작, 후투티",030704
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",05,"올빼미, 부엉이",030705
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",06,"오리, 거위, 백조",030706
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",07,"황새, 왜가리, 학, 플라밍고, 백학 또는 기타 다른 섭금류(물가에서 먹이를 찾는 새)",030707
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",08,펭귄,030708
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",09,"알바트로스, 가마우지, 갈매기, 펠리컨",030709
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",10,제비,030710
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",11,"비둘기, 호도애",030711
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",12,"갈까마귀, 까마귀, 당까마귀, 까치",030712
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",13,참새 또는 기타 연작류의 새,030713
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",14,"타조, 에뮤",030714
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",15,"앵무새, 잉꼬, 큰부리새",030715
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",16,날고 있는 새 또는 날개를 펼치고 있는 새,030716
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",17,"날개(도안화 여부 불문)[Note](a) 심볼 또는 엠블렘을 구성하는 날개 포함(b) 날개 부분이 있는 바퀴 또는 바퀴조각(15-07-17), 날개 달린 지팡이(장대)(24-11-03), (날개가 있는) 머큐리 헬멧(24-11-14)",030717
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",18,키위새,030718
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",19,"새의 머리, 새의 일부, 깃털, 발자국, 새의 골격",030719
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",20,"새 둥지, 새장[Note]알이 있는 새 둥지를 포함하나, 알 단독으로는 (08-07-11)로 분류됨",030720
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",21,기타 다른 새,030721
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",22,벌새,030722
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",23,박쥐,030723
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",24,도안화(양식화)된 새 또는 박쥐,030724
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",25,옷을 입고 있거나 의인화된 새 또는 박쥐,030725
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",26,조류 또는 박쥐 그룹,030726
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",29,닭의 머리 또는 닭의 볏,030729
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),07,"조류, 박쥐",33,오리와 함께 있는 닭,030733
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",01,"물고기, 물고기 모양의 동물",030901
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",02,상어,030902
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",03,"고래류 (향유고래, 참고래, 범고래)",030903
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",04,돌고래,030904
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",05,"황새치, 일각고래(외뿔고래), 톱 상어",030905
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",06,관상용 물고기[Note]금붕어 포함,030906
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",07,"납작한 물고기(개복치, 가오리, 작은 가자미)",030907
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",08,뱀 모양의 물고기(뱀장어 등),030908
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",10,기타 다른 물고기,030910
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",11,(서식지) 바닷속 등과 함께 도시된 물고기,030911
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",12,이종의 물고기 집단·물고기 형상의 동물 집단,030912
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",13,"물고기의 머리, 물고기의 일부, 물고기 가시[Note]상어턱 및 상어이빨 포함",030913
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",14,해마,030914
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",15,"오징어, 문어",030915
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",16,"갑각류의 동물 (게, 새우, 가재, 바다 가재), 전갈",030916
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",17,불가사리,030917
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",18,"조개류 (굴, 홍합, 조가비, 기타 다른 조개)[Note]달팽이 제외(03-11-07)",030918
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",19,"산호, 산호초",030919
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",20,해파리,030920
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",21,서로 다른 종류(03-09)의 수생 동물로 이루어진 군 (03-09-01 제외),030921
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",22,"(03-09)의 동물을 포함하는 수족관, 테라륨, 바바리움",030922
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",23,기타 다른 수생 동물,030923
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",24,도안화(양식화)된 본 분류상의 동물,030924
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),09,"수생 동물, 전갈[Note](03-07), (03-11) 또는 (03-13)의 수생 동물은 포함하지 않음",25,옷을 입고 있거나 의인화된 본 분류상의 동물,030925
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),11,"파충류, 양서류, 달팽이, 바다표범, 강치, 물개",01,뱀,031101
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),11,"파충류, 양서류, 달팽이, 바다표범, 강치, 물개",02,뱀컵 (약국의 상징),031102
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),11,"파충류, 양서류, 달팽이, 바다표범, 강치, 물개",03,뱀지팡이 (의학의 상징),031103
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),11,"파충류, 양서류, 달팽이, 바다표범, 강치, 물개",06,벌레,031106
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),11,"파충류, 양서류, 달팽이, 바다표범, 강치, 물개",07,"달팽이, 민달팽이",031107
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),11,"파충류, 양서류, 달팽이, 바다표범, 강치, 물개",09,"악어, 카이만, 크로커다일",031109
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),11,"파충류, 양서류, 달팽이, 바다표범, 강치, 물개",10,"카멜레온, 도마뱀, 도롱뇽",031110
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),11,"파충류, 양서류, 달팽이, 바다표범, 강치, 물개",11,거북,031111
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),11,"파충류, 양서류, 달팽이, 바다표범, 강치, 물개",12,"두꺼비, 올챙이, 개구리",031112
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),11,"파충류, 양서류, 달팽이, 바다표범, 강치, 물개",17,"바다 표범, 강치, 물개",031117
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),11,"파충류, 양서류, 달팽이, 바다표범, 강치, 물개",21,서로 다른 종류의 본 분류상의 동물로 이루어진 군,031121
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),11,"파충류, 양서류, 달팽이, 바다표범, 강치, 물개",22,본 분류상의 동물을 포함하는 테라륨 또는 바바리움,031122
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),11,"파충류, 양서류, 달팽이, 바다표범, 강치, 물개",23,본 분류상에 속하는 기타 다른 동물,031123
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),11,"파충류, 양서류, 달팽이, 바다표범, 강치, 물개",24,도안화(양식화)된 본 분류상의 동물,031124
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),11,"파충류, 양서류, 달팽이, 바다표범, 강치, 물개",25,옷을 입고 있거나 의인화된 본 분류상의 동물,031125
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",01,나비,031301
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",02,"곤충(03-13-01을 제외함), 거미",031302
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",04,"꿀벌, 말벌",031304
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",05,"벌집, 벌집 구멍",031305
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",06,잠자리,031306
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",07,"파리, 모기",031307
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",08,"거미, 거미집",031308
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",09,무당벌레,031309
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",10,딱정벌레,031310
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",11,바퀴벌레,031311
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",12,"매미, 귀뚜라미, 메뚜기, 베짱이",031312
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",16,개미,031316
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",17,이 및 진딧물,031317
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",18,"쐐기벌레, 누에",031318
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",19,"누에고치, 번데기",031319
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",20,미생물,031320
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",21,"서로 다른 종류의 곤충, 거미 또는 미생물로 이루어진 집단",031321
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",23,기타 다른 곤충,031323
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",24,도안화(양식화)된 곤충 또는 거미,031324
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),13,"곤충, 거미, 미생물",25,옷을 입고 있거나 의인화된 곤충 또는 거미,031325
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),15,기타 다른 동물; 선사시대 거대 동물[Note](04-03) 및 (04-07)의 전설 상의 동물은 포함하지 않음,01,"공룡, 익룡",031501
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),15,기타 다른 동물; 선사시대 거대 동물[Note](04-03) 및 (04-07)의 전설 상의 동물은 포함하지 않음,03,의인화 되거나 도안화된 공룡(익룡),031503
03,동물[Note](a) 네발짐승의 머리는(03-06-25)로 분류되지 않고 (03-01~03-05)사이에 분류됨(b) 동물을 표시하는 서체 및 활자서체(27-03-03),17,본 류의 각기 다른 군에 속하는 동물의 집단,01,본 류의 각기 다른 군에 속하는 동물의 집단,031701
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",01,날개 또는 뿔을 가진 사람,01,날개가 있는 사람의 머리,040101
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",01,날개 또는 뿔을 가진 사람,02,"날개가 있는 어린이 (케루빔, 큐피드)",040102
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",01,날개 또는 뿔을 가진 사람,03,기타 다른 날개가 있는 사람(04-01-04 제외),040103
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",01,날개 또는 뿔을 가진 사람,04,"날개가 있거나 없는, 악마 또는 기타 다른 뿔이 있는 사람",040104
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",01,날개 또는 뿔을 가진 사람,05,악마 또는 뿔이 있는 사람의 머리(상반신),040105
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",01,날개 또는 뿔을 가진 사람,25,(04-01)군의 서로 다른 항으로 분류되는 날개나 뿔이 있는 사람의 그룹,040125
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",02,반인반수,01,켄타우루스(반인반마의 괴물),040201
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",02,반인반수,02,"활, 화살, 창을 가지고 있는 켄타우루스(반인반마)",040202
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",02,반인반수,05,스핑크스,040205
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",02,반인반수,08,"트리톤(반인, 반어의 해신)",040208
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",02,반인반수,11,"사이렌(상반신 여성+하반신 새), 나이아스(물의 정령)",040211
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",02,반인반수,20,기타 반인반수,040220
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",02,반인반수,25,(04-02)군의 서로 다른 항에 속하는 반인반수로 이루어진 그룹,040225
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",03,전설적 동물,01,"날개가 있는 사자, 그리핀",040301
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",03,전설적 동물,03,용,040303
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",03,전설적 동물,05,날개가 있는 말(페가수스),040305
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",03,전설적 동물,07,기타 다른 날개가 있는 네발짐승,040307
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",03,전설적 동물,09,유니콘(뿔달린 말),040309
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",03,전설적 동물,10,수개의 머리를 가지는 괴물,040310
04,"초자연적·전설적·공상적 또는 미확인 존재[Note]문자와 도형으로 구성되는 사람, 상상의 동물(27-03)은 포함하지 않음",03,전설적 동물,11,예티(설인),040311
