lcode,ldesc,mcode,mdesc,scode,sdesc,code
01,"천체, 자연현상, 지도",01,"별, 혜성[Note](a) 군인 계급을 표시하는 별을 포함(b) 스파크(01-15-07), 별 형상의 투척용 무기[닌자 스타](23-01-25), 다윗의 별(24-11-15), 별표(*)모양(24-17-03)은 포함하지 않음",01,별,010101
01,"천체, 자연현상, 지도",01,"별, 혜성[Note](a) 군인 계급을 표시하는 별을 포함(b) 스파크(01-15-07), 별 형상의 투척용 무기[닌자 스타](23-01-25), 다윗의 별(24-11-15), 별표(*)모양(24-17-03)은 포함하지 않음",02,하나의 별,010102
01,"천체, 자연현상, 지도",01,"별, 혜성[Note](a) 군인 계급을 표시하는 별을 포함(b) 스파크(01-15-07), 별 형상의 투척용 무기[닌자 스타](23-01-25), 다윗의 별(24-11-15), 별표(*)모양(24-17-03)은 포함하지 않음",03,두 개의 별,010103
01,"천체, 자연현상, 지도",01,"별, 혜성[Note](a) 군인 계급을 표시하는 별을 포함(b) 스파크(01-15-07), 별 형상의 투척용 무기[닌자 스타](23-01-25), 다윗의 별(24-11-15), 별표(*)모양(24-17-03)은 포함하지 않음",04,세 개의 별,010104
01,"천체, 자연현상, 지도",01,"별, 혜성[Note](a) 군인 계급을 표시하는 별을 포함(b) 스파크(01-15-07), 별 형상의 투척용 무기[닌자 스타](23-01-25), 다윗의 별(24-11-15), 별표(*)모양(24-17-03)은 포함하지 않음",05,네 개 이상의 별[Note]중분류 (01-11)의 성좌 및 성군은 포함하지 않음,010105
01,"천체, 자연현상, 지도",01,"별, 혜성[Note](a) 군인 계급을 표시하는 별을 포함(b) 스파크(01-15-07), 별 형상의 투척용 무기[닌자 스타](23-01-25), 다윗의 별(24-11-15), 별표(*)모양(24-17-03)은 포함하지 않음",06,동일한 중심을 가진 별,010106
01,"천체, 자연현상, 지도",01,"별, 혜성[Note](a) 군인 계급을 표시하는 별을 포함(b) 스파크(01-15-07), 별 형상의 투척용 무기[닌자 스타](23-01-25), 다윗의 별(24-11-15), 별표(*)모양(24-17-03)은 포함하지 않음",08,삼각별,010108
01,"천체, 자연현상, 지도",01,"별, 혜성[Note](a) 군인 계급을 표시하는 별을 포함(b) 스파크(01-15-07), 별 형상의 투척용 무기[닌자 스타](23-01-25), 다윗의 별(24-11-15), 별표(*)모양(24-17-03)은 포함하지 않음",09,사각별,010109
01,"천체, 자연현상, 지도",01,"별, 혜성[Note](a) 군인 계급을 표시하는 별을 포함(b) 스파크(01-15-07), 별 형상의 투척용 무기[닌자 스타](23-01-25), 다윗의 별(24-11-15), 별표(*)모양(24-17-03)은 포함하지 않음",10,오각 이상의 별,010110
01,"천체, 자연현상, 지도",01,"별, 혜성[Note](a) 군인 계급을 표시하는 별을 포함(b) 스파크(01-15-07), 별 형상의 투척용 무기[닌자 스타](23-01-25), 다윗의 별(24-11-15), 별표(*)모양(24-17-03)은 포함하지 않음",12,꼭지점이 불균등한 별 [Note]꼭지점이 불균등한 별로 구성된 스파크를 포함,010112
01,"천체, 자연현상, 지도",01,"별, 혜성[Note](a) 군인 계급을 표시하는 별을 포함(b) 스파크(01-15-07), 별 형상의 투척용 무기[닌자 스타](23-01-25), 다윗의 별(24-11-15), 별표(*)모양(24-17-03)은 포함하지 않음",13,광선 또는 방사선을 가지는 별,010113
01,"천체, 자연현상, 지도",01,"별, 혜성[Note](a) 군인 계급을 표시하는 별을 포함(b) 스파크(01-15-07), 별 형상의 투척용 무기[닌자 스타](23-01-25), 다윗의 별(24-11-15), 별표(*)모양(24-17-03)은 포함하지 않음",14,불완전한(미완성의) 별,010114
01,"천체, 자연현상, 지도",01,"별, 혜성[Note](a) 군인 계급을 표시하는 별을 포함(b) 스파크(01-15-07), 별 형상의 투척용 무기[닌자 스타](23-01-25), 다윗의 별(24-11-15), 별표(*)모양(24-17-03)은 포함하지 않음",15,"혜성, 유성",010115
01,"천체, 자연현상, 지도",01,"별, 혜성[Note](a) 군인 계급을 표시하는 별을 포함(b) 스파크(01-15-07), 별 형상의 투척용 무기[닌자 스타](23-01-25), 다윗의 별(24-11-15), 별표(*)모양(24-17-03)은 포함하지 않음",16,끝이 구형(구체)으로 된 별,010116
01,"천체, 자연현상, 지도",01,"별, 혜성[Note](a) 군인 계급을 표시하는 별을 포함(b) 스파크(01-15-07), 별 형상의 투척용 무기[닌자 스타](23-01-25), 다윗의 별(24-11-15), 별표(*)모양(24-17-03)은 포함하지 않음",17,나침반의 방위면(지침면)[Note]나침반·항해용 나침반(17-05-01)제외,010117
01,"천체, 자연현상, 지도",01,"별, 혜성[Note](a) 군인 계급을 표시하는 별을 포함(b) 스파크(01-15-07), 별 형상의 투척용 무기[닌자 스타](23-01-25), 다윗의 별(24-11-15), 별표(*)모양(24-17-03)은 포함하지 않음",20,사람의 얼굴 또는 동물의 머리를 표현하거나 의인화된 별,010120
01,"천체, 자연현상, 지도",01,"별, 혜성[Note](a) 군인 계급을 표시하는 별을 포함(b) 스파크(01-15-07), 별 형상의 투척용 무기[닌자 스타](23-01-25), 다윗의 별(24-11-15), 별표(*)모양(24-17-03)은 포함하지 않음",25,(01-11)로 분류되지 않는 별의 다른 표현,010125
01,"천체, 자연현상, 지도",03,태양[Note]광선 없이 원형으로만 이루어진 태양(26-01)은 제외,01,해돋이 또는 일몰,010301
01,"천체, 자연현상, 지도",03,태양[Note]광선 없이 원형으로만 이루어진 태양(26-01)은 제외,02,기타 다른 형태의 태양,010302
01,"천체, 자연현상, 지도",03,태양[Note]광선 없이 원형으로만 이루어진 태양(26-01)은 제외,06,풍경과 함께 있는 태양,010306
01,"천체, 자연현상, 지도",03,태양[Note]광선 없이 원형으로만 이루어진 태양(26-01)은 제외,07,사람 또는 사람 신체의 일부와 함께 있는 태양,010307
01,"천체, 자연현상, 지도",03,태양[Note]광선 없이 원형으로만 이루어진 태양(26-01)은 제외,08,동물과 함께 있는 태양,010308
01,"천체, 자연현상, 지도",03,태양[Note]광선 없이 원형으로만 이루어진 태양(26-01)은 제외,09,식물과 함께 있는 태양,010309
01,"천체, 자연현상, 지도",03,태양[Note]광선 없이 원형으로만 이루어진 태양(26-01)은 제외,10,"구름, 비, 물방울, 또는 기타 다른 자연현상과 함께 있는 태양",010310
01,"천체, 자연현상, 지도",03,태양[Note]광선 없이 원형으로만 이루어진 태양(26-01)은 제외,11,제조 물품 또는 산업용 제품과 함께 도시된 태양,010311
01,"천체, 자연현상, 지도",03,태양[Note]광선 없이 원형으로만 이루어진 태양(26-01)은 제외,12,기타 다른 도형 요소와 함께 도시된 태양,010312
01,"천체, 자연현상, 지도",03,태양[Note]광선 없이 원형으로만 이루어진 태양(26-01)은 제외,13,문자와 함께 있는 태양(포함한 경우),010313
01,"천체, 자연현상, 지도",03,태양[Note]광선 없이 원형으로만 이루어진 태양(26-01)은 제외,15,직선(선 다발) 또는 띠(띠 묶음)로 구성되는 광선을 가지는 태양,010315
01,"천체, 자연현상, 지도",03,태양[Note]광선 없이 원형으로만 이루어진 태양(26-01)은 제외,16,불꽃모양·물결모양의 선(선 다발) 또는 띠(띠 묶음)로 구성되는 광선을 가지는 태양,010316
01,"천체, 자연현상, 지도",03,태양[Note]광선 없이 원형으로만 이루어진 태양(26-01)은 제외,17,삼각형태로 구성되는 광선을 가지는 태양,010317
01,"천체, 자연현상, 지도",03,태양[Note]광선 없이 원형으로만 이루어진 태양(26-01)은 제외,18,코로나와 같이 불규칙적인 광선(광관)을 가지는 태양,010318
01,"천체, 자연현상, 지도",03,태양[Note]광선 없이 원형으로만 이루어진 태양(26-01)은 제외,19,다수의 태양[Note]성좌(01-11)을 형성하는 다수의 태양은 포함하지 않음,010319
01,"천체, 자연현상, 지도",03,태양[Note]광선 없이 원형으로만 이루어진 태양(26-01)은 제외,20,사람의 얼굴 또는 동물의 머리를 표현하거나 의인화된 태양,010320
01,"천체, 자연현상, 지도",05,"지구, 지구본, 행성",01,지구본,010501
01,"천체, 자연현상, 지도",05,"지구, 지구본, 행성",02,경선 또는 위선이 표시된 지구본,010502
01,"천체, 자연현상, 지도",05,"지구, 지구본, 행성",03,평면 형태의 지구본,010503
01,"천체, 자연현상, 지도",05,"지구, 지구본, 행성",04,"두 개의 지구본, 두 개의 반구로 표현된 세계지도",010504
01,"천체, 자연현상, 지도",05,"지구, 지구본, 행성",05,자유롭게 서 있는 지구본,010505
01,"천체, 자연현상, 지도",05,"지구, 지구본, 행성",06,밴더롤 또는 문자를 가지는 지구본,010506
01,"천체, 자연현상, 지도",05,"지구, 지구본, 행성",07,사람 또는 사람 신체의 일부와 함께 있는 지구본,010507
01,"천체, 자연현상, 지도",05,"지구, 지구본, 행성",08,동물과 함께 있는 지구본,010508
01,"천체, 자연현상, 지도",05,"지구, 지구본, 행성",09,식물과 함께 있는 지구본,010509
01,"천체, 자연현상, 지도",05,"지구, 지구본, 행성",10,"구름, 비, 물방울, 또는 기타 다른 자연 현상의 표현과 함께 있는 지구본",010510
01,"천체, 자연현상, 지도",05,"지구, 지구본, 행성",11,제조 물품 또는 산업용 제품과 함께 있는 지구본,010511
01,"천체, 자연현상, 지도",05,"지구, 지구본, 행성",12,기타 다른 도형요소와 함께 있는 지구본,010512
01,"천체, 자연현상, 지도",05,"지구, 지구본, 행성",15,지구본 일부,010515
01,"천체, 자연현상, 지도",05,"지구, 지구본, 행성",23,지구 또는 지구본의 다른 표현,010523
01,"천체, 자연현상, 지도",05,"지구, 지구본, 행성",24,토성,010524
01,"천체, 자연현상, 지도",05,"지구, 지구본, 행성",25,기타 행성,010525
01,"천체, 자연현상, 지도",07,달[Note]별과 함께 있는 달 포함,01,"보름달, 수 개의 달",010701
01,"천체, 자연현상, 지도",07,달[Note]별과 함께 있는 달 포함,03,사람의 얼굴 또는 동물의 머리를 표현하는 보름달,010703
01,"천체, 자연현상, 지도",07,달[Note]별과 함께 있는 달 포함,06,"초승달, 반달",010706
01,"천체, 자연현상, 지도",07,달[Note]별과 함께 있는 달 포함,07,사람 또는 사람 신체의 일부와 함께 있는 초승달 또는 반달,010707
01,"천체, 자연현상, 지도",07,달[Note]별과 함께 있는 달 포함,08,동물과 함께 있는 초승달 또는 반달,010708
01,"천체, 자연현상, 지도",07,달[Note]별과 함께 있는 달 포함,10,"구름, 비, 물방울 또는 기타 다른 자연현상과 함께 있는 초승달 또는 반달",010710
01,"천체, 자연현상, 지도",07,달[Note]별과 함께 있는 달 포함,11,제조 물품 또는 산업용 제품과 함께 있는 초승달 또는 반달,010711
01,"천체, 자연현상, 지도",07,달[Note]별과 함께 있는 달 포함,12,기타 다른 도형 요소와 함께 있는 초승달 또는 반달,010712
01,"천체, 자연현상, 지도",07,달[Note]별과 함께 있는 달 포함,19,수 개의 초승달 또는 반달,010719
01,"천체, 자연현상, 지도",07,달[Note]별과 함께 있는 달 포함,20,사람의 얼굴 또는 동물의 머리를 표현하거나 의인화된 초승달 또는 반달,010720
01,"천체, 자연현상, 지도",07,달[Note]별과 함께 있는 달 포함,22,월구의,010722
01,"천체, 자연현상, 지도",11,"성좌, 성군, 별이 있는 하늘, 천구의, 천체지도",01,"성좌, 은하수",011101
01,"천체, 자연현상, 지도",11,"성좌, 성군, 별이 있는 하늘, 천구의, 천체지도",02,오리온,011102
01,"천체, 자연현상, 지도",11,"성좌, 성군, 별이 있는 하늘, 천구의, 천체지도",03,남십자성,011103
01,"천체, 자연현상, 지도",11,"성좌, 성군, 별이 있는 하늘, 천구의, 천체지도",04,"큰곰자리, 작은곰자리",011104
01,"천체, 자연현상, 지도",11,"성좌, 성군, 별이 있는 하늘, 천구의, 천체지도",08,"원, 타원 또는 기타 다른 기하학적 형태로 그룹을 이루는 별들",011108
01,"천체, 자연현상, 지도",11,"성좌, 성군, 별이 있는 하늘, 천구의, 천체지도",09,"은하계, 은하수",011109
01,"천체, 자연현상, 지도",11,"성좌, 성군, 별이 있는 하늘, 천구의, 천체지도",10,"기타 다른 성좌 또는 성군 (A-01-11-08 제외)[Note](a) 태양, 달, 별로 이루어지는 군을 포함(b) 별과 함께 있는 초승달 또는 반달(01-07-06 및 01-07-19)",011110
01,"천체, 자연현상, 지도",11,"성좌, 성군, 별이 있는 하늘, 천구의, 천체지도",12,별이 있는 하늘,011112
01,"천체, 자연현상, 지도",11,"성좌, 성군, 별이 있는 하늘, 천구의, 천체지도",15,"천구의, 천체지도",011115
01,"천체, 자연현상, 지도",13,"고대<아밀러리> 천구의, 천문관, 천문궤도, 원자 모형, 분자 모형",01,"고대<아밀러리> 천구의, 성좌, 천문궤도, 원자 모형, 분자 모형",011301
01,"천체, 자연현상, 지도",13,"고대<아밀러리> 천구의, 천문관, 천문궤도, 원자 모형, 분자 모형",02,"고대<아밀러리> 천구의, 천문관",011302
01,"천체, 자연현상, 지도",13,"고대<아밀러리> 천구의, 천문관, 천문궤도, 원자 모형, 분자 모형",05,천문궤도,011305
01,"천체, 자연현상, 지도",13,"고대<아밀러리> 천구의, 천문관, 천문궤도, 원자 모형, 분자 모형",10,원자궤도,011310
01,"천체, 자연현상, 지도",13,"고대<아밀러리> 천구의, 천문관, 천문궤도, 원자 모형, 분자 모형",15,"원자 모형, 분자 모형, 사람·동물 또는 식물 세포의 표현물",011315
01,"천체, 자연현상, 지도",15,자연현상[Note]소리 또는 전자기파를 연상하게 하는 선의 집합(26-11-22)은 포함하지 않음,01,무지개,011501
01,"천체, 자연현상, 지도",15,자연현상[Note]소리 또는 전자기파를 연상하게 하는 선의 집합(26-11-22)은 포함하지 않음,03,번개,011503
01,"천체, 자연현상, 지도",15,자연현상[Note]소리 또는 전자기파를 연상하게 하는 선의 집합(26-11-22)은 포함하지 않음,05,화염,011505
01,"천체, 자연현상, 지도",15,자연현상[Note]소리 또는 전자기파를 연상하게 하는 선의 집합(26-11-22)은 포함하지 않음,07,"스파크, 폭발, 불꽃놀이 불꽃 [Note]꼭지점이 불균등한 별모양의 스파크는 포함하지 않음",011507
01,"천체, 자연현상, 지도",15,자연현상[Note]소리 또는 전자기파를 연상하게 하는 선의 집합(26-11-22)은 포함하지 않음,09,"발광원, 광선, 한 줄기의 광선",011509
01,"천체, 자연현상, 지도",15,자연현상[Note]소리 또는 전자기파를 연상하게 하는 선의 집합(26-11-22)은 포함하지 않음,11,"구름, 안개, 증기, 연기",011511
01,"천체, 자연현상, 지도",15,자연현상[Note]소리 또는 전자기파를 연상하게 하는 선의 집합(26-11-22)은 포함하지 않음,13,"비, 우박",011513
01,"천체, 자연현상, 지도",15,자연현상[Note]소리 또는 전자기파를 연상하게 하는 선의 집합(26-11-22)은 포함하지 않음,14,(물) 웅덩이,011514
01,"천체, 자연현상, 지도",15,자연현상[Note]소리 또는 전자기파를 연상하게 하는 선의 집합(26-11-22)은 포함하지 않음,15,물방울,011515
01,"천체, 자연현상, 지도",15,자연현상[Note]소리 또는 전자기파를 연상하게 하는 선의 집합(26-11-22)은 포함하지 않음,17,"눈, 눈송이 또는 눈 결정체",011517
01,"천체, 자연현상, 지도",15,자연현상[Note]소리 또는 전자기파를 연상하게 하는 선의 집합(26-11-22)은 포함하지 않음,19,"고드름, 종유석, 석순, 광물 결정체",011519
01,"천체, 자연현상, 지도",15,자연현상[Note]소리 또는 전자기파를 연상하게 하는 선의 집합(26-11-22)은 포함하지 않음,21,"거품, 비눗방울, 거품덩어리[Note]말풍선 포함",011521
01,"천체, 자연현상, 지도",15,자연현상[Note]소리 또는 전자기파를 연상하게 하는 선의 집합(26-11-22)은 포함하지 않음,23,"소용돌이, 회전운동, 토네이도[Note]천문궤도(01-13-01), 원자궤도(01-13-01), 동심원(26-01-04 또는 26-01-05) 및 나선(26-01-05)을 포함하지 않음",011523
01,"천체, 자연현상, 지도",15,자연현상[Note]소리 또는 전자기파를 연상하게 하는 선의 집합(26-11-22)은 포함하지 않음,24,파도[Note]물결선(26-11-01 내지 26-11-03)에 의해 표현되는 파도는 포함하지 않음,011524
01,"천체, 자연현상, 지도",15,자연현상[Note]소리 또는 전자기파를 연상하게 하는 선의 집합(26-11-22)은 포함하지 않음,25,달리 분류되지 않은 기타 다른 자연현상[Note]오로라 북풍(북극광)을 포함,011525
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",01,평면 구형도(평면 천체도),011701
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",02,대륙지도,011702
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",03,"유럽, 아시아, 유라시아",011703
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",04,"아메리카[Note]아메리카 대륙 전체(북미, 남미, 중앙아메리카) 또는 아메리카 대륙의 특정 일부를 포함",011704
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",05,아프리카,011705
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",06,"오스트레일리아, 오세아니아",011706
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",07,국가군,011707
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",08,"한반도지도, 한반도가 부각된 지도",011708
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",09,"중국지도, 중국이 부각된 지도",011709
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",10,"일본지도, 일본이 부각된 지도",011710
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",11,개별국가,011711
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",12,"섬, 군도",011712
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",13,국가의 일부,011713
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",14,도시 계획도,011714
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",15,"남, 북극 지도",011715
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",16,물리지도,011716
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",17,정치지도,011717
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",18,경제지도,011718
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",19,여행지도,011719
01,"천체, 자연현상, 지도",17,"지리학적 지도, 평면 천체도(성좌도)[Note]두 개의 반구(01-05-01)로 이루어진 세계지도는 포함하지 않음",25,기타 다른 지리학적 지도,011725
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,01,"머리, 상반신",020101
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,02,"무장한 남성, 또는 갑옷 또는 제복을 입고 있는 남성",020102
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,03,"종교적 인물, 로브(robe) 또는 토가(toga)를 입고 있는 남성",020103
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,04,"민속 또는 전통 의상을 입고 있는 남성[Note](a) 그들의 전통 의상을 입고 있는 카우보이, 미국 원주민, 에스키모, 원주민 남성 포함 (b) 종교적 인물 및 로브(robe) 또는 토가(toga)를 입은 남성 제외(2-1-3)",020104
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,05,만찬복 또는 슈트를 입고 있는 남성,020105
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,07,"할리퀸, 어릿광대, 피에로, 축제 의상 또는 그로테스크 풍 또는 괴이한 복장, 난쟁이, 마법사 복장을 한 남성",020107
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,08,"곡예사, 운동선수, 무용가, 마술사, 나신의 남성, 운동하고 있는 남성 (02-01-02, 02-01-12, 02-01-14, 02-01-20 및 02-01-21) 제외",020108
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,09,"음악가, 악기를 가지고 있는 남성, 오케스트라 연주자",020109
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,10,"간호사, 의사, 치과의사, 실험실 직원",020110
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,11,"푸주한, 요리사, 웨이터, 제빵사",020111
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,12,"항해사, 선원, 어부, 해적",020112
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,13,"농부, 밭 노동자",020113
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,14,"다이빙 선수, 잠수부",020114
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,15,기타 다른 전문 직업인 (남성) [Note]우주 비행사 포함,020115
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,16,남성의 그림자 또는 실루엣,020116
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,17,"앉아 있거나, 무릎을 꿇고 있거나, 누워 있는 남성",020117
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,18,마시고 있거나 먹고 있는 남성,020118
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,19,담배를 피고 있는 남성,020119
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,20,"말, 노새 또는 당나귀를 타고 있거나 이들과 함께 있는 남성",020120
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,21,기타 동물을 타고 있거나 동물과 함께 있는 남성(2.1.20 제외),020121
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,22,우화적이거나 신화적인 남성스러운 사람,020122
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,23,도안화(양식화)된 남성,020123
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,24,수명의 남성,020124
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,25,"공업 근로자 및 석공[Note]건축업자, 대장장이, 석수(stonemasons)포함",020125
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,26,"(석기시대의) 혈거인, 원시인",020126
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,27,산타클로스,020127
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,30,기타 남성,020130
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",01,남성,34,한국 전통의상을 입고 있는 남성,020134
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",03,여성,01,"머리, 상반신",020301
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",03,여성,02,상세한 얼굴 모양이 표현되지 않는 머리 실루엣,020302
02,"사람[Note](a) 사람을 표현하는 문자(27-03-01)(b) 머리는(02-1), (02-03), (02-05), (02-07)로 분류할수 있으나, (02-09-25)로 분류할 수 없음",03,여성,03,"수녀, 간호사, 의사, 치과의사, 실험실 직원",020303
